date,admin2,market,latitude,longitude,commodity,unit,currency,price
2021-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,52
2021-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,115
2021-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,125
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,65
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,53
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,47
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,120
2021-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,135
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,62
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,50
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,125
2021-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,165
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,56
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,50
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,128
2021-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,140
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,58
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,72
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,52
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2021-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,145
2021-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2021-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,72
2021-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,52
2021-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2021-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,145
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,50
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,58
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,60
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,145
2021-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,55
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2021-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,160
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,54
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,55
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2022-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,160
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,45
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,58
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,145
2022-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,50
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,62
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,55
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2022-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,160
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,60
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,60
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,185
2022-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,180
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,45
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,64
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,58
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,185
2022-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,48
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,65
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,65
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,58
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,180
2022-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,48
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,65
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2022-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,53
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,48
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2022-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,172
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,52
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,140
2022-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,55
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,52
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,140
2022-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,45
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,50
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,145
2022-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,40
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,50
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,160
2022-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,35
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,50
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,70
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,65
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,160
2023-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,30
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,72
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,100
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,160
2023-02-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,40
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,75
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,95
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,161
2023-03-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,178
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,30
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,78
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,90
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,120
2023-04-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,40
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,80
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,90
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,120
2023-05-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,45
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,85
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,90
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,120
2023-06-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,60
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,55
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,85
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,85
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,120
2023-07-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,165
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,65
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,58
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,88
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,88
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,130
2023-08-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,65
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,90
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,88
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,130
2023-09-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,65
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,90
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,88
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,130
2023-10-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,170
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,60
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,90
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,90
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,130
2023-11-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,175
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,50
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,60
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,95
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,90
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,135
2023-12-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,180
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Potatoes (red),KG,NPR,40
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (coarse),KG,NPR,65
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Rice (medium grain),KG,NPR,95
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Wheat flour,KG,NPR,85
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Chickpeas,KG,NPR,130
2024-01-15,BAGLUNG,Baglung,28.24616443,83.59805875,Lentils (broken),KG,NPR,150
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,40
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,40
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,40
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,40
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,45
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-08-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,45
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-09-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,45
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-10-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,45
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-11-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,45
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2019-12-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,50
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,48
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2020-01-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,50
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,54
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2020-02-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,50
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,45
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,54
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,160
2020-03-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,160
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,32.5
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,48
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,66
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,52.67
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,120
2020-04-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,133.33
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,40
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,46.5
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,67.5
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,55
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,155
2020-05-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,155
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,35
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (coarse),KG,NPR,44
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Rice (medium grain),KG,NPR,70
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Wheat flour,KG,NPR,45
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Chickpeas,KG,NPR,150
2020-06-15,BAJHANG,Chainpur,29.54018117,81.19356397,Lentils (broken),KG,NPR,145
2020-07-15,BAJHANG,Chainpur,29.54018117,81.19356397,Potatoes (red),KG,NPR,50
